㐀	21{卢字头}1
霝	{雨头}口口口
霞	{雨头}{叚字旁无二}二又
霟	{雨头}氵龷八
霠	{雨头}立亽5
霡	{雨头}月4{永无点}
霢	{雨头}月{反字框}{旅下角}
霣	{雨头}口貝
霤	{雨头}{留字头}田
霥	{雨头}冖1豕
霦	{雨头}木木彡
霧	{雨头}予3力
霨	{雨头}尸示寸
霩	{雨头}{享字头}子阝
霪	{雨头}氵爫士
霫	{雨头}羽白
霬	{雨头}田龷八
霭	{雨头}讠日亾
霮	{雨头}氵{其字头无横}5
霯	{雨头}癶豆
霰	{雨头}龷{青字底}攵
霱	{雨头}予3口
露	{雨头}{足旁}各
霳	{雨头}阝夂生
霴	{雨头}云{聿三}氺
霵	{雨头}口耳戈
霶	{雨头}氵{立无横}方
霷	{雨头}日日{横两撇}
霸	{雨头}革月
霹	{雨头}辟
霺	{雨头}{微字框}几
霻	{雨头}曲豆
霼	{雨头}云气米
霽	{雨头}亠丷二
霾	{雨头}豸里
霿	{雨头}予3目
靀	{雨头}艹冖豕
靁	{雨头}田田田
靂	{雨头}厂禾止
靃	{雨头}隹隹
靄	{雨头}言日亾
靅	{雨头}云弗貝
靆	{雨头}云{聿三}辶
靇	{雨头}立{青字底}{龍字边}
靈	{雨头}口口人
靉	{雨头}云爫夂
靊	{雨头}山丰豆
靋	{雨头}氵厂止
靌	{雨头}宀王貝
靍	{雨头}隹鳥
靎	{雨头}金鳥
靏	{雨头}冖隹鳥
靐	{雨头}田{雨头}田
靑	龶冂21
青	龶{青字底}
靓	龶{青字底}见
靔	龶{青字底}气
靕	1{止变}龶{青字底}
靖	立龶{青字底}
靗	龶{青字底}光
靘	龶{青字底}{负字头}巴
静	龶{青字底}{尔字头}{争字底}
靚	龶{青字底}見
靛	龶{青字底}宀{定字底}
靜	龶{青字底}爫{争字底}
靝	龶{青字底}气米
非	非
靟	非毛
靠	{告字头}口非
靡	麻非
面	面
靣	13囗口
靤	面勹巳
靥	厂犬面
靦	面見
靧	面{贵字头}貝
靨	厂日{青字底}面
革	革
靪	革丁
靫	革又4
靬	革干
靭	革刀4
靮	革勹4
靯	革土
靰	革1{见字底}
靱	革刀4
靲	革亽5
靳	革斤
靴	革亻{化字边}
靵	革5{里无日}
靶	革巴
靷	革弓2
靸	革及
靹	革冂人
靺	革1木
靻	革且
靼	革日1
靽	革丷{举字底}
靾	革廿5
靿	革幺力
鞀	革刀口
鞁	革皮
鞂	革禾
鞃	革弓厶
鞄	革勹巳
鞅	革{见二}大
鞆	革1冂人
鞇	革囗大
鞈	革亼口
鞉	革{见字底}冫{飞无折}
鞊	革士口
鞋	革土土
鞌	宀女革
鞍	革宀女
鞎	革艮
鞏	工几4革
鞐	革{卢字头}1卜
鞑	革大辶
鞒	革3大{乔字底}
鞓	革口王
鞔	革{免五}{见字底}
鞕	革{凬字心}㐅
鞖	革爫女
鞗	亻2夂革
鞘	革{尚字头}{青字底}
鞙	革口{青字底}
鞚	革穴工
鞛	革立口
鞜	革水日
鞝	革尚
鞞	革白3十
鞟	革{享字头}子
鞠	革勹米
鞡	革扌立
鞢	革廿5木
鞣	革予3木
鞤	土土寸革
鞥	革亼口廾
鞦	革禾火
鞧	革丷酉
鞨	革日勹亾
鞩	革{尚字头}{青字底}刂
鞪	予3攵革
鞫	革勹言
鞬	革聿廴
鞭	革亻{凬字心}㐅
鞮	革日{定字底}
鞯	革艹{左字框}子
鞰	革日皿
鞱	革爫臼
鞲	革{寒字腰无横}{噩字框}冂
鞳	革艹亼口
鞴	革龷3{甬字底}
鞵	革爫幺大
鞶	舟殳革
鞷	鬲革
鞸	革日龷十
鞹	革{享字头}子阝
鞺	革{尚头}土
鞻	革口十女
鞼	革{贵字头}貝
鞽	革3大口
鞾	革艹干龷
鞿	革幺幺人
韀	革亠川灬
韁	革1田1
韂	革{负字头}厂言
韃	革土羊辶
韄	革艹隹又
韅	革日幺灬
韆	革覀大辶
韇	革士罒貝
韈	革艹罒4
韉	革艹亠灬
韊	革艹門丷
韋	韋
韌	韋刀4
韍	韋{左字框}又4
韎	韋1木
韏	丷夫韋
韐	韋亼口
韑	光韋
韒	韋{尚字头}{青字底}
韓	十日十韋
韔	韋{镸无厶}{畏字底}
韕	韋{享字头}子
韖	韋予3木
韗	韋冖車
韘	韋廿5木
韙	日{定字底}韋
韚	韋革
韛	韋龷3{甬字底}
韜	韋爫臼
韝	韋{寒字腰无横}{噩字框}冂
韞	韋日皿
韟	韋白大十
韠	韋日龷十
韡	韋艹干龷
韢	韋{凬字心}{虫无口}心
韣	韋罒勹虫
韤	韋艹罒4
韥	韋士罒貝
韦	韦
韧	韦刀4
韨	韦{左字框}又4
韩	十日十韦
韪	日{定字底}韦
韫	韦日皿
韬	韦爫臼
韭	非1
韮	艹非1
韯	十戈非1
韰	歺又非1
韱	人人戈1
韲	亠丷21
音	音
韴	音1巾
韵	音勹冫
韶	音刀口
韷	音屮凵
韸	音夂丰
韹	音白王
韺	音艹{见二}大
韻	音口貝
韼	音夂丰辶
韽	亽5酉音
韾	士{眉字框}殳音
響	乡4{即字旁}音
頀	音艹隹又
頁	頁
頂	丁頁
頃	{比字旁}頁
頄	九頁
項	工頁
順	川頁
頇	干頁
須	彡頁
頉	止頁
頊	王頁
頋	厂㔾頁
頌	八厶頁
頍	支頁
頎	斤頁
頏	亠几頁
預	予頁
頑	二{见字底}頁
頒	八刀頁
頓	1{屯无横}頁
頔	由頁
頕	{卢字头}口頁
頖	丷{夫三}頁
頗	皮頁
領	亽龴頁
頙	1{止变}頁
頚	又土頁
頛	耒頁
頜	亼口頁
頝	六乂頁
頞	宀女頁
頟	各頁
頠	{负字头}厂㔾頁
頡	士口頁
頢	舌頁
頣	臣頁
頤	{颐字旁}頁
頥	2臣頁
頦	亥頁
頧	3㠯頁
頨	羽頁
頩	䒑廾頁
頪	米頁
頫	{见字底}冫{飞无折}頁
頬	夫丷頁
頭	豆頁
頮	水廾頁
頯	{然左角}廾頁
頰	大人人頁
頱	爫寸頁
頲	3士廴頁
頳	土{亦字底}頁
頴	匕示頁
頵	{聿三}3口頁
頶	{告字头}口頁
頷	亽5口頁
頸	1巛工頁
頹	禾儿頁
頺	禾乃頁
頻	止{步字底}頁
頼	束頁
頽	禾几頁
頾	彡頁止匕
頿	彡止匕頁
顀	隹頁
顁	宀{定字底}頁
顂	{木框}人人頁
顃	火火頁
顄	5氺凵頁
顅	户{青字底}頁
顆	田木頁
顇	亠人人頁
顈	匕糸頁
顉	金頁
顊	3㠯十頁
顋	田心頁
題	日{定字底}頁
額	宀各頁
顎	吅二5頁
顏	文厂彡頁
顐	冖車頁
顑	戊1口頁
顒	田{禺下}頁
顓	山而頁
顔	{立无横}厂彡頁
顕	日业頁
顖	3囗乂頁
顗	山豆頁
願	厂白小頁
顙	又又又頁
顚	匕目5頁
顛	十{具字头无横}{共字底}頁
顜	{寒字腰无横}{噩字框}冂頁
顝	骨頁
類	米犬頁
顟	羽{全字头}彡頁
顠	覀示頁
顡	立{豕省}頁
顢	廿巾入頁
顣	戊{卢字头}1頁
顤	土土土頁
顥	日{享字头}小頁
顦	隹灬頁
顧	户隹頁
顨	頁頁丌
顩	僉頁
顪	止戊1頁
顫	亠囗口頁
顬	{雨头}而頁
顭	艹罒冖頁
顮	宀1{步字底}頁
顯	日幺幺頁
顰	止{步字底}頁十
顱	虍田皿頁
顲	火火亠頁
顳	耳耳耳頁
顴	艹吅隹頁
页	页
顶	丁页
顷	{比字旁}页
顸	干页
项	工页
顺	川页
须	彡页
顼	王页
顽	二{见字底}页
顾	厂㔾页
顿	1{屯无横}页
颀	斤页
颁	八刀页
颂	八厶页
颃	亠几页
预	予页
颅	{卢字头}尸页
领	亽龴页
颇	皮页
颈	{经右角}工页
颉	士口页
颊	夫丷页
颋	3士廴页
颌	亼口页
颍	匕水页
颎	匕火页
颏	亥页
颐	{颐字旁}页
频	止{步字底}页
颒	水廾页
颓	禾几页
颔	亽5口页
颕	匕示页
颖	匕禾页
颗	田木页
题	日{定字底}页
颙	田{禺下}页
颚	吅二5页
颛	山而页
颜	{立无横}厂彡页
额	宀各页
颞	耳又又页
颟	艹两页
颠	十{具字头无横}{共字底}页
颡	又又又页
颢	日{享字头}小页
颣	米糸页
颤	亠囗口页
颥	{雨头}而页
颦	止{步字底}页十
颧	艹吅隹页
風	風
颩	風彡
颪	1卜風
颫	風夫
颬	風牙
颭	風{卢字头}口
颮	風勹巳
颯	立風
颰	風{左字框}又4
颱	風厶口
颲	風歹刂
颳	風舌
颴	風{卧人}疋
颵	風{尚字头}{青字底}
颶	風{具字头无横}{共字底}
颷	風火火
颸	風田心
颹	風韋
颺	風日1{横两撇}
颻	爫缶風
颼	風臼2又
颽	山豆風
颾	風又4虫
颿	馬風
飀	風{留字头}田
飁	羽白風
飂	風羽{全字头}彡
飃	風覀示
飄	覀示風
飅	風1{临字旁}田
飆	犬犬犬風
飇	風犬犬犬
飈	風火火火
飉	風大丷小
飊	火火火風
飋	風王王3
飌	艹吅隹風
飍	風風風
风	{风省}乂
飏	{风省}乂5{横两撇}
飐	{风省}乂{卢字头}口
飑	{风省}乂勹巳
飒	立{风省}乂
飓	{风省}乂{具字头无横}{共字底}
飔	{风省}乂田心
飕	{风省}乂臼又
飖	爫缶{风省}乂
飗	{风省}乂{留字头}田
飘	覀示{风省}乂
飙	犬犬犬乂
飚	{风省}乂火火
飛	飞{飛字底}
飜	3米田{飛字底}
飝	飞{飛字底}飞{飛字底}
飞	飞
食	食
飠	飠
飡	冫食
飢	飠几
飣	飠丁
飤	飠人
飥	飠3七
飦	飠干
飧	夕食
飨	乡食
飩	飠1{屯无横}
飪	飠3士
飫	飠3大
飬	丷夫4艮
飭	飠{卧人}力
飮	亽{叚字旁无二}三欠
飯	飠{反字框}又
飰	飠亠卜
飱	歹食
飲	飠欠
飳	飠4王
飴	飠厶口
飵	飠乍
飶	飠心3
飷	飠且
飸	口15食
飹	飠卯
飺	止匕食
飻	飠{全字头}彡
飼	飠51口
飽	飠勹巳
飾	飠{卧人}巾
飿	飠屮凵
餀	飠艹乂
餁	飠亻3士
餂	飠舌
餃	飠六乂
餄	飠亼口
餅	飠䒑廾
餆	飠{见字底}冫{飞无折}
餇	飠冂1口
餈	冫欠食
餉	飠3冂口
養	{差字头}44艮
餋	丷夫食
餌	飠耳
餍	厂犬食
餎	飠各
餏	飠衣
餐	歺又食
餑	飠十冖子
餒	飠爫女
餓	飠3扌戈
餔	飠甫
餕	飠厶八夂
餖	飠豆
餗	飠束
餘	飠{全字头}{余字底}
餙	飠乂{左字框}巾
餚	飠乂{左字框}{青字底}
餛	飠日{比字旁}匕
餜	飠田木
餝	飠艹方
餞	飠戈戈
餟	飠又又又
餠	飠31干
餡	飠{负字头}臼
餢	飠立口
餣	飠大日5
餤	飠火火
餥	非食
餦	飠{镸无厶}{畏字底}
餧	飠禾女
館	飠宀㠯
餩	飠{全字头}亥
餪	飠而大
餫	飠冖車
餬	飠古月
餭	飠白王
餮	歹{全字头}彡食
餯	飠彑{豕省}
餰	飠行氵
餱	飠亻{候右角}矢
餲	飠日勹亾
餳	飠日1{横两撇}
餴	飠大十廾
餵	飠田1{畏字底}
餶	飠骨
餷	飠木日1
餸	飠䒑大辶
餹	飠广肀口
餺	飠甫寸
餻	飠{美字头}灬
餼	飠气米
餽	飠鬼
餾	飠{留字头}田
餿	飠臼2又
饀	飠爫臼
饁	飠土厶皿
饂	飠日皿
饃	飠艹日大
饄	飠{尚头}土
饅	飠日罒又
饆	飠日龷十
饇	飠匚口吅
饈	飠{差字头}5{里无日}
饉	飠廿口龶
饊	飠龷{青字底}攵
饋	飠{贵字头}貝
饌	飠巳巳八
饍	飠羊䒑口
饎	飠壴口
饏	5耳攵食
饐	飠士冖豆
饑	飠幺幺人
饒	飠土土{见字底}
饓	飠{尚头}木
饔	亠乡隹食
饕	口15食
饖	飠止戊{步字底}
饗	乡4{即字旁}食
饘	飠亠囗1
饙	飠十艹貝
饚	飠艹土皿
饛	飠艹冖豕
饜	厂日{青字底}食
饝	飠麻石
饞	飠{免五}{比字旁}兔
饟	飠{衣框}吅1
饠	飠罒糹隹
饡	飠{告字头}儿貝
饢	飠十口{衣省}
饣	饣
饤	饣丁
饥	饣几
饦	饣3七
饧	饣5{横两撇}
饨	饣1{屯无横}
饩	饣气
饪	饣3士
饫	饣3大
饬	饣{卧人}力
饭	饣{反字框}又
饮	饣欠
饯	饣1戈
饰	饣{卧人}巾
饱	饣勹巳
饲	饣51口
饳	饣屮凵
饴	饣厶口
饵	饣耳
饶	饣{尧字头}1{见字底}
饷	饣3冂口
饸	饣亼口
饹	饣各
饺	饣六乂
饻	饣衣
饼	饣䒑廾
饽	饣十冖子
饾	饣豆
饿	饣3扌戈
馀	饣{全字头}{余字底}
馁	饣爫女
馂	饣厶八夂
馃	饣田木
馄	饣日{比字旁}匕
馅	饣{负字头}臼
馆	饣宀㠯
馇	饣木日1
馈	饣{贵字头}贝
馉	饣骨
馊	饣臼2又
馋	饣{免五}{见字底}{冬字底}
馌	饣土厶皿
馍	饣艹日大
馎	饣甫寸
馏	饣{留字头}田
馐	饣{差字头}5{里无日}
馑	饣廿口龶
馒	饣日罒又
馓	饣龷{青字底}攵
馔	饣巳巳八
馕	饣十口{衣省}
首	䒑自
馗	九䒑自
馘	䒑自戈1
香	禾日
馚	禾日八刀
馛	禾日{左字框}4
馜	禾日尸匕
馝	禾日心3
馞	禾日十子
馟	禾日爫子
馠	禾日亽口
馡	禾日非
馢	禾日戈戈
馣	禾日大5
馤	禾日日亾
馥	禾日{卧人}夂
馦	禾日䒑{兼无䒑无彐}
馧	禾日日皿
馨	士{眉字框}殳日
馩	禾日十貝
馪	禾日宀貝
馫	禾日禾日
馬	馬
馭	馬又
馮	冫馬
馯	馬干
馰	馬勹4
馱	馬大
馲	馬3七
馳	馬也
馴	馬川
馵	馬廾
馶	馬支
馷	馬1巾
馸	馬斤
馹	馬日
馺	馬及
馻	馬厶儿
馼	馬文
馽	馬口2
馾	馬冖{见字底}
馿	馬户
駀	馬尤
駁	馬乂乂
駂	匕十馬
駃	馬{候右角}人
駄	馬大4
駅	馬尸4
駆	馬匚乂
駇	馬攵
駈	馬{丘无横}1
駉	馬冂口
駊	馬皮
駋	馬刀口
駌	夕㔾馬
駍	馬干丷
駎	馬由
駏	馬匚{叚右角}
駐	馬4王
駑	女又馬
駒	馬句
駓	馬不1
駔	馬且
駕	力口馬
駖	馬亽龴
駗	馬{全字头}彡
駘	馬厶口
駙	馬亻寸
駚	馬{见二}大
駛	馬口㐅
駜	馬心3
駝	馬宀匕
駞	馬{卧人}也
駟	馬四
駠	馬卯
駡	吅馬
駢	馬䒑廾
駣	馬{见字底}冫{飞无折}
駤	馬至
駥	馬戈{左字框}
駦	丷夫馬
駧	馬冂1口
駨	馬勹日
駩	馬{全字头}王
駪	馬{告字头}儿
駫	馬光
駬	馬耳
駭	馬亥
駮	馬六乂
駯	馬3未
駰	馬囗大
駱	馬各
駲	馬{横三点}川
駳	馬3{延字心无撇}廴
駴	馬戈廾
駵	馬丌匚{叚右角}
駶	馬尸5口
駷	馬束
駸	馬彐冖又
駹	馬尤彡
駺	馬4艮
駻	馬日干
駼	馬{全字头}{余字底}
駽	馬口{青字底}
駾	馬丷口儿
駿	馬厶八夂
騀	馬3扌戈
騁	馬由15
騂	馬辛
騃	馬厶矢
騄	馬{录字头}氺
騅	馬隹
騆	馬{周字框}土口
騇	馬{全字头}{舍字底}
騈	馬31干
騉	馬日{比字旁}匕
騊	馬勹缶
騋	馬{木框}人人
騌	馬宀示
騍	馬田木
騎	馬大可
騏	馬{其字头无横}{共字底}
騐	馬亽5心
騑	馬非
騒	馬又虫
験	馬亼口人
騔	馬日勹亾
騕	馬覀女
騖	予3攵馬
騗	户{扁字心}馬
騘	馬勹{横两撇}心
騙	馬户{扁字心}
騚	馬䒑{青字底}刂
騛	馬飞{飛字底}
騜	馬白王
騝	馬聿廴
騞	馬丰石
騟	馬亼{青字底}刂
騠	馬日{定字底}
騡	馬白水
騢	馬{叚字旁无二}二又
騣	馬乂凵夂
騤	馬癶1大
騥	馬予3木
騦	馬田心
騧	馬咼
騨	馬{学字头}田十
騩	馬鬼
騪	馬臼2又
騫	宀{寒字腰无横}{共字底}馬
騬	馬{禾框}{北字旁}匕
騭	阝止{步字底}馬
騮	馬{留字头}田
騯	馬{立无横}冖方
騰	月丷夫馬
騱	馬爫幺大
騲	馬艹日十
騳	馬馬
騴	馬日宀女
騵	馬厂白小
騶	馬勹䶹䶹
騷	馬又4虫
騸	馬户羽
騹	馬廿口龶
騺	土{南字心}丸馬
騻	馬{大框}乂乂
騼	馬鹿
騽	馬羽白
騾	馬田糸
騿	馬音十
驀	艹日大馬
驁	敖馬
驂	馬厶厶彡
驃	馬覀示
驄	馬3囗心
驅	馬匚口吅
驆	馬日龷十
驇	土八土馬
驈	馬予3口
驉	馬虍业
驊	馬艹干龷
驋	馬癶弓殳
驌	馬肀{乔字底}5
驍	馬土土{见字底}
驎	馬米夕㐄
驏	馬尸子子
驐	馬{享字头}子攵
驑	馬1{临字旁}田
驒	馬吅田十
驓	馬丷囗日
驔	馬覀日十
驕	馬3大口
驖	馬十戈王
驗	馬僉
驘	{赢字框}馬
驙	馬亠囗1
驚	艹句攵馬
驛	馬罒土{南字心}
驜	馬业䒑未
驝	馬士冖木
驞	馬宀1貝
驟	馬耳又{乑无撇}
驠	馬廿口灬
驡	立{青字底}{龍字边}馬
驢	馬虍田皿
驣	馬丷夫馬
驤	馬{衣框}吅1
驥	馬{北字旁}匕八
驦	馬{雨头}木目
驧	馬革勹米
驨	馬山隹口
驩	馬艹吅隹
驪	馬1{丽下角}鹿
驫	馬馬馬
马	马
驭	马又
驮	马大
驯	马川
驰	马也
驱	马匚乂
驲	马日
驳	马乂乂
驴	马户
驵	马且
驶	马口㐅
驷	马四
驸	马亻寸
驹	马句
驺	马{负字头}彐
驻	马4王
驼	马宀匕
驽	女又马
驾	力口马
驿	马又{举字底}
骀	马厶口
骁	马{尧字头}1{见字底}
骂	吅马
骃	马囗大
骄	马3大{乔字底}
骅	马亻{化字边}十
骆	马各
骇	马亥
骈	马䒑廾
骉	马马马
骊	马1{丽下角}{丽下角}
骋	马由15
验	马亼{学字头}1
骍	马辛
骎	马彐冖又
骏	马厶八夂
骐	马{其字头无横}{共字底}
骑	马大可
骒	马田木
骓	马隹
骔	马宀示
骕	马肀{乔字底}八
骖	马厶大彡
骗	马户{扁字心}
骘	阝止{步字底}马
骙	马癶1大
骚	马又4虫
骛	予3攵马
骜	敖马
骝	马{留字头}田
骞	宀{寒字腰无横}{共字底}马
骟	马户羽
骠	马覀示
骡	马田糸
骢	马3囗心
骣	马尸子子
骤	马耳又{乑无撇}
骥	马{北字旁}匕八
骦	马{雨头}木目
骧	马{衣框}吅1
骨	骨
骩	骨九
骪	骨几4
骫	骨丸
骬	骨1{于无横}
骭	骨干
骮	骨弋
骯	骨亠几
骰	骨殳
骱	骨{全字头}{乔字底}
骲	骨勹巳
骳	骨皮
骴	骨止匕
骵	骨木1
骶	骨氏4
骷	骨古
骸	骨亥
骹	骨六乂
骺	骨{反字框}1口
骻	骨大二5
骼	骨各
骽	骨爫女
骾	骨{凬字心}㐅
骿	骨䒑廾
髀	骨白3十
髁	骨田木
髂	骨宀各
髃	骨田{禺下}
髄	骨{左字框}{青字底}辶
髅	骨米女
髆	骨甫寸
髇	骨高
髈	骨{立无横}冖方
髉	骨冖隹
髊	骨{差字头}工
髋	骨宀艹见
髌	骨宀{丘无横}{共字底}
髍	骨麻
髎	骨羽{全字头}彡
髏	骨口十女
髐	骨土土{见字底}
髑	骨罒勹虫
髒	骨艹歹廾
髓	骨{左字框}工辶
體	骨曲豆
髕	骨宀1貝
髖	骨宀艹4
髗	骨虍田皿
高	高
髙	亠{临字旁}二口
髚	高亠几
髛	高尸九
髜	高日3廾
髝	高火火力
髞	高口吅木
髟	髟
髠	髟几
髡	髟1{见字底}
髢	髟也
髣	髟方
髤	髟木
髥	髟冂二
髦	髟毛
髧	髟冖{见字底}
髨	髟二{见字底}
髩	髟125
髪	髟{左字框}又
髫	髟刀口
髬	髟不1
髭	髟止匕
髮	髟{左字框}又4
髯	髟冂{里无日}
髰	髟廿5
髱	髟勹巳
髲	髟皮
髳	髟予3
髴	髟弗
髵	髟而
髶	髟耳
髷	髟曲
髸	髟龷八
髹	髟亻木
髺	髟舌
髻	髟士口
髼	髟夂丰
髽	髟人人土
髾	髟{尚字头}{青字底}
髿	髟氵{少三}3
鬀	髟丷{弟省}
鬁	髟禾刂
鬂	髟{丘无横}{共字底}
鬃	髟宀示
鬄	髟日勹{横两撇}
鬅	髟月月
鬆	髟木八厶
鬇	髟{尔字头}{争字底}
鬈	髟丷夫㔾
鬉	髟乂凵夂
鬊	髟{寿字头}4日
鬋	髟䒑{青字底}刂
鬌	髟{左字框}工{青字底}
鬍	髟古月
鬎	髟束刂
鬏	髟禾火
鬐	髟老日
鬑	髟䒑{聿三}{兼无䒑无彐}
鬒	髟十{具字头无横}{共字底}
鬓	髟宀{丘无横}{共字底}
鬔	髟夂丰辶
鬕	髟艹日大
鬖	髟厶厶彡
鬗	髟廿巾入
鬘	髟日罒又
鬙	髟丷囗日
鬚	髟彡頁
鬛	髟{巤字底}
鬜	髟門月
鬝	髟門日
鬞	髟曲辰
鬟	髟罒1{衣省}
鬠	髟亼{临下角}日
鬡	髟宀心丁
鬢	髟宀1貝
鬣	髟巛{巤字底}
鬤	髟{衣框}吅1
鬥	鬥
鬦	鬥斗
鬧	鬥亠巾
鬨	鬥龷八
鬩	鬥臼儿
鬪	鬥豆寸
鬫	鬥5耳攵
鬬	鬥{卬字旁}2斤
鬭	鬥55斤
鬮	鬥3{见二}乂
鬯	{鬯字头无凵}凵匕
鬰	木乂乂彡
鬱	木缶木彡
鬲	鬲
鬳	虍鬲
鬴	鬲甫
鬵	旡旡鬲
鬶	夫见鬲
鬷	鬲乂凵夂
鬸	鬲{留字头}田
鬹	夫見鬲
鬺	鬲{卧人}日{横两撇}
鬻	弓米弓鬲
鬼	鬼
鬽	鬼彡
鬾	鬼支
鬿	鬼斤
魀	鬼{全字头}{乔字底}
魁	鬼斗
魂	云鬼
魃	鬼{左字框}又4
魄	白鬼
魅	鬼未
魆	鬼戉
魇	厂犬鬼
魈	鬼{尚字头}{青字底}
魉	鬼两
魊	鬼戈口1
魋	鬼隹
魌	鬼{其字头无横}{共字底}
魍	鬼冂䒑亡
魎	鬼1巾入
魏	禾女鬼
魐	鬼䒑{聿三}{兼无䒑无彐}
魑	鬼亠乂禸
魒	鬼覀示
魓	鬼日龷十
魔	麻鬼
魕	鬼幺幺人
魖	鬼虍业
魗	士5工鬼
魘	厂日{青字底}鬼
魙	氵車斤鬼
魚	魚
魛	魚刀
魜	魚人
魝	魚刂
魞	魚入
魟	魚工
魠	魚3七
魡	魚勹4
魢	魚己
魣	魚予
魤	魚亻{化字边}
魥	魚及
魦	魚{少三}3
魧	魚亠几
魨	魚1{屯无横}
魩	魚勹{横两撇}
魪	魚{全字头}{乔字底}
魫	魚冖{见字底}
魬	魚{反字框}又
魭	魚二{见字底}
魮	魚{比字旁}匕
魯	魚日
魰	魚文
魱	魚1彑
魲	魚户
魳	魚1巾
魴	魚方
魵	魚八刀
魶	魚冂人
魷	魚尤
魸	魚片
魹	魚毛
魺	魚可
魻	魚甲
魼	魚土厶
魽	魚甘
魾	魚不1
魿	魚亽龴
鮀	魚宀匕
鮁	魚{左字框}又4
鮂	魚囗人
鮃	魚干丷
鮄	魚弗
鮅	魚心3
鮆	止匕魚
鮇	魚未
鮈	魚句
鮉	魚刀口
鮊	魚白
鮋	魚由
鮌	魚亠幺
鮍	魚皮
鮎	魚{卢字头}口
鮏	魚生
鮐	魚厶口
鮑	魚勹巳
鮒	魚亻寸
鮓	魚乍
鮔	魚匚{叚右角}
鮕	魚古
鮖	魚石
鮗	魚夂{冬字底}
鮘	魚亻弋
鮙	魚羽
鮚	魚士口
鮛	魚{卢字头}1小
鮜	魚{反字框}1口
鮝	丷夫魚
鮞	魚而
鮟	魚宀女
鮠	魚{负字头}厂㔾
鮡	魚{见字底}冫{飞无折}
鮢	魚3未
鮣	魚{卬字旁}1卩
鮤	歹刂魚
鮥	魚各
鮦	魚冂1口
鮧	魚{大框}弓
鮨	魚匕日
鮩	魚䒑廾
鮪	魚{左字框}{青字底}
鮫	魚六乂
鮬	魚大二5
鮭	魚土土
鮮	魚羊
鮯	魚亼口
鮰	魚囗口
鮱	魚老
鮲	魚亻犬
鮳	魚耂15
鮴	魚亻木
鮵	魚丷口儿
鮶	魚{聿三}3口
鮷	魚丷{弟省}
鮸	魚{免五}{见字底}
鮹	魚{尚字头}{青字底}
鮺	{差字头}魚
鮻	魚厶八夂
鮼	魚彐冖又
鮽	魚{全字头}{余字底}
鮾	魚爫女
鮿	魚耳5
鯀	魚3糸
鯁	魚{凬字心}㐅
鯂	魚酉
鯃	魚五口
鯄	魚1氺4
鯅	魚3{延字心无撇}廴
鯆	魚甫
鯇	魚宀二{见字底}
鯈	亻2夂魚
鯉	魚里
鯊	氵{少三}3魚
鯋	魚氵{少三}3
鯌	魚{告字头}口
鯍	魚{充字头}{荒字底}
鯎	魚戊5
鯏	魚禾刂
鯐	魚走
鯑	魚乂{左字框}巾
鯒	魚龴{甬字底}
鯓	魚身
鯔	魚巛田
鯕	魚{其字头无横}{共字底}
鯖	魚龶{青字底}
鯗	䒑夫魚
鯘	魚禾女
鯙	魚{享字头}子
鯚	魚禾子
鯛	魚{周字框}土口
鯜	魚立女
鯝	魚囗古
鯞	魚彐冖巾
鯟	魚束1
鯠	魚{木框}人人
鯡	魚非
鯢	魚臼儿
鯣	魚日勹{横两撇}
鯤	魚日{比字旁}匕
鯥	魚土八土
鯦	魚夂卜口
鯧	魚日日
鯨	魚{享字头}小
鯩	魚侖
鯪	魚土八夂
鯫	魚耳又
鯬	禾{黎右角}魚
鯭	魚子皿
鯮	魚宀示
鯯	魚牛巾刂
鯰	魚亽5心
鯱	魚虎
鯲	魚方{全字头}{冬字底}
鯳	魚广氏4
鯴	魚53虫
鯵	魚厶大彡
鯶	魚冖車
鯷	魚日{定字底}
鯸	魚亻{候右角}矢
鯹	魚日生
鯺	魚耂日
鯻	魚束刂
鯼	魚乂凵夂
鯽	魚{即字旁}卩
鯾	魚亻{凬字心}㐅
鯿	魚户{扁字心}
鰀	魚爫1又
鰁	魚白水
鰂	魚貝刂
鰃	魚田1{畏字底}
鰄	魚戊1女
鰅	魚田{禺下}
鰆	魚{寿字头}4日
鰇	魚予3木
鰈	魚廿5木
鰉	魚白王
鰊	魚束丷
鰋	魚匚日女
鰌	魚丷酉
鰍	魚禾火
鰎	魚聿廴
鰏	魚1口田
鰐	魚吅二5
鰑	魚日1{横两撇}
鰒	魚{卧人}日夂
鰓	魚田心
鰔	魚戊1口
鰕	魚{叚字旁无二}二又
鰖	魚{左字框}工{青字底}
鰗	魚古月
鰘	魚宀至
鰙	魚艹{左字框}口
鰚	魚宀11
鰛	魚日皿
鰜	魚䒑{聿三}{兼无䒑无彐}
鰝	魚高
鰞	魚烏
鰟	魚{立无横}冖方
鰠	魚又4虫
鰡	魚{留字头}田
鰢	魚馬
鰣	魚日土寸
鰤	魚3㠯巾
鰥	魚罒{鳏下角}
鰦	魚䒑幺幺
鰧	月丷夫魚
鰨	魚日羽
鰩	魚爫缶
鰪	魚土厶皿
鰫	魚宀谷
鰬	魚虍文
鰭	魚老日
鰮	魚囗人皿
鰯	魚弓冫冫
鰰	魚礻日2
鰱	魚車辶
鰲	敖魚
鰳	魚革力
鰴	{微字框}魚
鰵	{卧人}母攵魚
